lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
192,1,105.3,7,31,4,1,2,0,0,0
95,1,183.6,9,13,4,5,2,1,3,1
78,3,130.58,10,21,3,2,2,1,0,1
33,1,111.6,5,3,4,2,0,3,0,1
1,1,119.0,5,30,4,0,1,3,0,1
0,1,144.67,7,8,4,2,1,3,0,1
113,0,126.65,5,18,4,4,1,3,0,0
39,1,134.0,10,2,4,0,2,0,0,0
53,2,99.9,6,20,4,3,1,0,0,1
172,1,99.9,11,12,4,1,0,0,0,1
22,0,199.0,12,29,4,5,0,0,5,1
95,0,79.56,7,15,3,2,2,0,0,1
74,1,132.6,5,15,4,2,2,0,3,1
64,1,99.3,4,17,4,1,2,0,0,1
3,1,118.58,10,10,4,0,1,0,0,1
134,0,177.3,7,24,4,0,2,0,5,0
5,3,224.0,11,8,4,1,0,0,3,1
22,0,114.0,9,18,4,1,0,0,0,1
155,0,186.3,8,16,4,2,0,0,5,0
40,0,85.5,10,19,3,1,0,0,0,1
153,2,133.88,7,4,4,3,1,0,0,0
257,0,73.95,12,17,4,5,2,0,0,0
91,0,80.0,4,4,3,2,1,0,0,0
46,0,142.2,9,2,4,2,1,0,3,1
14,0,100.0,10,15,3,2,0,0,0,1
74,3,132.6,5,21,4,3,2,0,3,1
5,1,167.0,4,22,4,1,0,0,0,1
16,0,75.0,3,11,2,1,0,0,0,1
265,1,115.0,6,24,3,2,0,1,0,0
29,2,152.0,10,5,4,2,0,0,0,1
36,1,109.0,10,28,4,2,1,3,0,1
89,2,72.25,11,23,4,2,1,0,0,1
2,0,65.0,12,2,2,1,0,0,0,1
206,0,58.14,7,28,4,3,1,3,0,0
105,0,75.0,4,6,3,1,0,0,0,0
304,0,89.0,11,3,3,3,0,0,0,0
1,0,90.0,12,16,4,1,0,0,0,1
21,1,144.0,4,13,4,2,0,0,3,1
172,2,117.3,8,19,4,2,1,0,0,0
18,0,81.35,10,4,4,4,2,0,0,1
136,0,93.08,7,2,4,2,2,0,0,0
96,0,123.5,9,28,3,1,1,1,4,0
53,0,103.5,7,10,4,0,2,3,0,0
42,0,106.2,3,5,3,1,2,0,0,0
159,1,70.0,4,9,3,1,1,0,0,1
27,0,182.33,7,25,4,3,1,0,3,0
5,0,80.0,2,24,2,4,0,0,0,1
84,1,117.9,8,15,4,0,1,0,0,1
65,0,132.6,5,9,4,3,1,0,3,0
11,0,90.0,6,14,2,3,0,0,3,1
18,0,85.0,2,22,4,0,1,0,0,1
86,0,100.0,9,9,2,2,0,0,0,0
55,1,108.0,9,2,4,2,1,3,0,0
74,0,87.0,9,18,3,2,0,1,0,1
70,2,102.1,5,25,4,4,0,0,3,1
38,1,121.95,4,25,4,3,1,0,0,1
166,0,110.0,11,1,3,3,0,0,0,0
81,1,108.9,7,3,4,3,2,0,0,1
91,1,120.69,8,14,4,0,1,0,0,1
52,0,96.9,12,7,4,4,0,0,3,0
6,0,0.0,12,10,4,2,0,1,0,1
22,0,126.0,7,20,3,1,0,0,0,1
1,0,99.3,8,26,3,3,0,0,0,1
336,0,78.0,9,21,3,4,1,0,0,1
0,0,92.5,6,8,2,1,0,0,0,1
11,1,76.93,11,18,4,7,3,0,0,0
130,1,109.8,8,24,4,2,0,0,0,1
13,1,125.0,6,26,4,0,2,0,0,0
315,0,160.0,9,30,4,2,1,1,0,0
105,0,110.0,10,12,3,2,1,1,0,0
156,1,93.08,7,2,4,2,2,0,0,0
145,2,134.3,7,30,4,2,2,0,0,1
211,1,143.1,10,7,4,2,0,1,0,0
6,0,89.0,3,22,4,2,0,3,0,0
212,0,75.23,10,9,4,2,2,0,0,0
3,0,89.0,8,11,4,2,0,3,0,1
315,0,160.0,9,30,3,2,1,1,0,0
0,0,0.0,5,31,1,1,0,0,0,1
179,0,82.18,8,26,4,2,2,0,0,0
49,0,69.5,3,6,4,1,2,3,0,1
34,1,85.5,10,7,4,3,0,0,0,1
69,0,120.0,6,12,4,4,2,0,0,0
91,0,96.3,4,13,4,3,0,0,0,1
115,0,72.25,8,20,3,2,2,0,0,1
32,1,155.8,9,23,4,4,0,0,0,1
53,0,149.4,9,11,4,2,2,0,3,0
27,0,120.0,6,9,3,1,0,0,0,1
75,0,105.0,10,30,4,0,2,1,0,0
50,0,12.0,2,22,3,5,2,0,4,0
59,2,71.1,11,2,4,3,0,0,0,1
289,0,67.0,10,17,3,1,0,0,0,1
95,2,90.0,11,20,4,0,2,0,0,0
276,0,61.0,5,13,3,3,2,0,0,0
20,2,193.05,9,9,4,2,0,1,0,1
0,0,59.94,11,16,4,4,0,3,0,1
49,1,77.39,12,23,4,5,2,3,0,1
12,1,90.0,6,8,3,2,0,0,0,1
19,0,75.0,7,18,3,1,1,3,0,1
143,0,94.5,8,20,4,1,0,3,0,1
129,1,80.75,4,11,4,3,1,3,0,1
86,0,87.5,9,24,3,2,0,0,0,1
190,2,90.65,6,8,4,4,0,0,3,0
2,0,94.0,11,2,0,2,0,0,3,1
207,1,168.3,8,4,4,1,0,0,5,0
144,0,133.69,7,9,4,5,2,0,3,0
79,1,132.6,6,7,4,5,0,0,3,1
52,0,126.9,5,12,4,3,0,0,0,0
27,0,75.0,10,18,3,3,2,0,3,1
75,0,67.83,10,20,3,5,1,0,1,1
152,0,80.75,6,18,3,4,2,0,0,1
258,0,110.0,10,16,4,0,1,0,0,0
30,2,94.5,10,7,4,3,0,0,0,1
128,0,81.25,7,7,3,3,2,0,0,1
305,0,89.0,11,4,3,2,1,0,0,0
33,0,170.1,7,11,4,2,1,1,0,0
0,0,0.0,7,4,1,1,1,0,0,1
13,2,124.0,9,22,4,3,0,0,0,1
28,1,97.63,4,17,4,1,2,0,0,0
40,2,176.4,10,15,4,1,0,0,3,1
2,0,124.0,6,22,3,1,0,3,0,1
8,1,103.0,3,11,4,2,1,0,1,1
335,0,80.0,10,13,3,3,0,0,0,1
125,0,72.25,7,20,4,2,0,0,1,0
7,0,109.0,10,26,4,1,0,0,0,1
100,0,53.24,3,16,4,4,0,0,0,1
117,0,71.4,11,6,2,2,2,0,0,1
6,1,102.41,10,30,4,3,2,0,0,1
1,0,159.0,8,2,2,1,0,0,0,1
176,0,97.71,9,15,4,1,0,0,0,0
40,1,55.0,12,26,3,2,2,0,0,1
19,0,80.0,10,6,3,3,0,0,0,1
35,1,72.9,2,13,4,1,1,0,0,0
3,0,0.0,10,6,1,1,0,0,0,1
111,0,72.25,8,16,3,2,0,0,0,1
207,1,85.5,8,5,4,2,1,3,0,1
256,1,83.18,10,18,4,5,2,3,0,0
31,0,75.0,9,16,3,2,1,0,0,0
4,0,90.0,5,20,2,1,0,0,3,0
184,1,103.5,8,13,4,1,0,3,0,0
160,0,70.67,12,30,3,3,0,0,0,1
317,0,120.0,9,15,3,2,0,0,0,0
22,0,124.0,9,20,4,2,2,0,0,0
40,0,88.2,3,20,4,0,1,3,0,1
52,1,100.33,12,28,4,2,1,0,0,1
191,1,96.3,10,20,4,2,0,0,0,0
0,0,98.33,2,4,4,3,0,0,0,1
17,1,95.0,6,23,4,1,0,0,0,0
39,1,74.8,11,15,4,5,2,3,0,0
162,0,158.56,12,26,4,5,2,0,0,1
14,0,87.12,5,31,4,3,0,0,0,1
44,1,87.31,6,22,4,1,0,0,0,1
61,0,116.1,5,11,4,3,0,3,0,0
6,0,120.5,8,28,3,0,2,0,3,1
56,1,207.9,8,6,4,1,1,0,5,1
34,1,104.4,8,30,4,4,0,0,0,1
81,1,116.1,5,3,4,2,0,3,0,0
100,0,100.0,9,28,3,4,0,0,0,0
120,2,140.59,5,12,4,3,1,0,0,1
49,1,94.5,9,18,4,2,1,0,0,0
0,1,103.32,7,23,4,1,0,3,0,1
101,0,95.88,6,17,3,2,0,0,0,0
32,0,117.9,5,21,4,1,1,0,0,0
14,0,80.75,5,30,3,3,1,0,0,1
0,0,138.0,8,13,4,1,0,0,0,1
49,1,129.2,11,24,4,3,2,1,3,1
88,1,207.9,9,24,4,1,2,0,5,0
235,1,103.06,9,13,4,4,0,0,0,0
192,0,19.15,9,25,4,3,2,0,0,0
265,0,72.25,8,3,3,5,2,0,0,1
30,1,125.1,8,5,4,2,1,3,0,1
57,1,90.67,6,10,3,2,1,0,0,1
69,0,106.0,9,22,3,2,0,1,0,1
32,0,70.0,10,30,3,2,1,0,3,1
99,0,65.0,10,30,3,2,2,0,0,0
3,1,130.0,1,29,4,2,1,1,0,1
48,1,138.5,3,21,4,3,1,0,0,0
17,1,143.43,11,9,4,4,0,0,3,1
75,0,105.0,10,30,3,0,2,1,0,0
134,1,114.96,6,2,4,3,1,0,1,1
39,1,51.28,3,10,4,3,1,3,0,0
93,0,115.0,10,15,3,1,2,0,0,0
70,1,84.15,3,28,3,3,1,0,0,1
35,0,98.1,5,22,4,2,2,3,0,0
38,0,104.4,3,19,4,1,2,0,3,1
242,1,72.25,11,22,4,2,2,0,0,1
10,1,139.0,7,16,4,1,0,3,0,0
32,0,73.0,11,20,3,2,0,0,0,1
37,0,116.1,5,13,4,1,0,3,0,1
210,0,76.5,7,30,4,1,0,0,1,0
193,0,120.0,6,20,3,2,1,0,0,0
34,1,138.0,10,30,4,0,2,0,0,1
148,1,115.6,12,23,4,2,2,0,3,1
1,0,103.71,5,9,4,3,1,0,0,1
309,0,101.0,5,13,3,2,1,1,0,0
22,2,105.0,9,4,4,2,1,0,0,1
85,0,98.0,12,3,4,1,1,0,0,1
64,1,99.45,4,4,4,3,1,0,0,1
146,3,116.23,8,20,4,5,2,0,3,1
75,0,67.5,3,15,4,2,0,3,0,1
346,0,90.0,9,13,3,2,0,1,0,1
105,1,126.9,6,11,4,1,1,0,0,1
78,0,69.7,3,22,3,2,0,0,3,1
11,2,107.67,11,19,4,1,2,0,0,1
418,0,107.0,9,26,3,2,1,1,0,0
9,0,137.0,8,26,4,2,0,3,0,1
224,2,121.13,10,29,4,2,2,1,0,0
47,1,79.2,11,11,4,2,1,3,0,0
37,0,69.9,2,22,4,2,1,3,0,0
47,1,129.99,8,20,4,4,2,0,0,1
22,1,0.0,7,27,4,0,0,3,0,1
129,0,120.6,7,31,4,3,2,0,3,0
4,1,0.0,8,23,1,1,2,0,0,1
220,0,128.0,9,17,3,1,2,1,0,0
76,1,131.26,5,12,4,3,1,0,0,1
22,1,174.0,12,17,4,1,0,0,5,1
20,2,210.57,7,29,4,2,0,0,6,1
11,2,80.75,11,16,4,4,0,3,0,1
8,0,119.0,5,25,4,1,0,3,0,1
37,1,88.4,11,13,4,4,2,0,0,0
162,0,103.5,8,8,4,2,1,3,0,0
23,0,79.0,1,2,3,1,2,1,0,1
125,1,128.69,6,17,4,3,2,0,3,1
4,1,160.0,10,17,4,4,1,0,0,0
228,0,120.34,10,29,4,5,2,0,3,0
178,0,100.3,6,4,4,3,2,0,0,0
31,0,67.5,2,5,4,2,0,3,0,0
77,1,116.1,5,7,4,1,0,3,0,1
28,2,224.1,9,30,4,2,0,0,5,1
81,0,187.85,5,15,4,3,2,0,5,0
0,0,145.67,7,6,4,3,0,3,0,1
0,0,0.0,11,18,1,1,0,0,0,1
35,0,85.0,10,19,3,3,0,0,0,1
19,0,191.0,8,14,4,1,2,0,3,0
301,0,109.0,7,30,3,1,1,1,0,0
55,1,79.2,12,9,4,2,1,3,0,1
27,2,111.33,3,10,4,3,0,0,3,1
36,1,61.75,2,12,4,2,1,0,3,1
74,3,93.6,11,4,4,2,0,0,0,1
21,0,67.32,12,19,4,4,1,0,0,1
114,0,191.0,7,17,4,5,4,1,3,0
107,1,132.6,5,26,4,3,2,0,3,1
6,0,94.0,11,8,2,1,0,0,3,1
0,0,65.0,5,23,2,0,1,0,0,1
114,0,75.0,7,1,3,2,1,0,0,0
148,0,67.0,12,30,3,4,1,0,0,1
27,1,65.0,6,29,2,1,0,0,0,1
247,0,90.0,6,6,3,1,1,1,0,1
8,2,81.0,8,19,4,3,0,3,0,1
4,0,72.25,6,12,3,0,2,3,0,1
144,0,80.75,6,29,4,4,1,0,0,0
211,0,100.0,5,20,4,2,0,0,0,0
10,0,119.0,6,14,4,1,0,0,3,0
113,0,121.5,7,12,4,3,0,0,0,1
86,0,105.0,9,24,3,2,0,0,0,1
130,0,68.0,11,26,3,1,2,0,0,1
280,0,100.0,9,19,3,2,1,0,0,0
250,1,128.7,10,24,4,2,1,0,3,0
68,1,60.0,11,30,3,3,1,0,3,1
16,0,77.53,12,22,4,3,2,0,3,1
0,0,107.42,9,9,4,1,0,3,0,1
66,1,149.4,9,8,4,3,1,0,3,0
243,0,89.2,9,20,4,2,2,0,0,0
40,0,60.0,11,2,3,3,1,0,3,1
25,0,133.0,10,19,4,3,0,0,0,0
15,2,96.9,11,14,4,5,1,0,3,1
286,0,117.0,9,16,3,2,0,1,0,0
16,0,95.0,4,20,2,1,0,0,0,1
3,0,139.0,10,19,4,0,1,0,0,1
129,1,103.5,5,6,4,2,0,3,0,1
7,0,91.0,4,7,2,1,0,0,0,1
21,1,72.42,5,9,4,1,1,3,0,1
46,2,69.0,12,26,4,3,2,0,0,1
104,3,146.7,7,5,4,1,0,0,3,1
97,1,110.5,4,25,4,3,1,3,0,1
178,1,99.45,8,3,4,4,0,0,0,1
276,0,95.67,9,22,3,3,0,0,0,1
114,2,127.8,7,30,4,1,0,0,3,1
138,1,109.8,6,29,4,3,0,0,3,0
0,0,81.0,8,6,4,2,0,3,0,1
109,1,159.3,6,21,4,2,0,0,0,1
239,0,112.2,6,15,4,2,0,1,0,0
108,0,92.4,5,4,4,3,0,0,0,1
261,1,79.62,12,26,4,5,1,0,0,0
46,0,112.5,3,18,4,2,0,0,3,0
45,0,93.6,11,19,4,1,1,0,0,0
96,1,94.35,4,9,4,3,2,0,3,1
226,1,70.0,10,29,3,2,2,0,0,1
104,2,88.01,7,2,4,1,2,0,0,1
248,0,80.75,10,24,4,5,3,3,0,0
110,0,120.0,10,9,3,0,1,0,0,0
51,0,88.4,11,15,4,5,1,0,0,0
136,1,83.12,8,11,4,3,2,0,0,1
8,1,72.38,12,6,4,1,0,0,0,1
11,0,88.0,12,6,4,1,0,3,0,1
317,0,120.0,9,15,4,2,0,0,0,0
126,4,110.7,10,9,4,2,2,0,1,1
257,0,101.5,7,1,3,2,0,1,0,0
72,1,119.85,5,14,4,2,2,0,0,0
29,1,102.8,4,16,4,3,2,0,0,1
247,1,115.0,6,6,3,1,1,1,0,0
40,2,94.67,12,13,4,3,0,3,0,1
13,4,174.0,9,14,4,3,1,0,5,1
83,1,77.0,7,15,4,2,0,3,0,1
67,0,168.9,12,27,4,3,0,0,5,0
2,0,99.14,8,19,4,5,2,0,0,1
219,1,96.3,10,29,4,1,2,0,0,0
235,0,106.25,10,27,4,3,1,0,0,0
26,1,110.0,10,31,4,0,1,0,0,1
118,0,110.0,6,6,3,2,1,0,0,1
5,0,80.0,2,24,2,2,0,0,0,1
275,0,110.0,4,17,3,0,2,1,0,0
1,0,87.82,7,11,4,0,1,3,0,1
18,1,148.0,12,31,4,1,1,0,3,1
11,0,97.0,11,13,4,5,2,0,0,0
19,0,48.0,9,21,3,1,1,0,0,0
116,0,94.05,10,23,4,2,2,3,0,0
0,1,65.0,1,20,2,1,0,0,0,1
8,0,173.8,5,21,3,1,1,0,4,1
164,0,96.3,8,29,4,2,1,0,0,0
2,0,67.0,5,11,2,1,0,0,0,1
130,1,102.58,3,25,4,2,1,0,1,1
14,1,79.0,2,13,4,1,2,3,0,1
85,0,165.3,8,22,4,5,1,0,3,1
97,0,135.0,10,17,4,5,2,0,0,0
159,2,94.25,9,28,4,2,0,0,0,0
99,2,150.3,8,8,4,1,1,0,3,1
40,0,70.0,10,5,3,1,1,0,0,1
28,0,130.0,10,29,3,1,0,0,0,1
68,0,65.0,9,29,3,2,0,0,0,1
140,3,110.19,9,12,4,2,1,0,3,1
3,1,204.82,10,7,4,2,1,0,6,1
16,0,64.22,2,5,4,2,1,0,3,1
59,1,139.5,9,7,4,1,0,0,3,1
291,0,115.0,8,19,3,2,0,1,0,0
87,0,118.35,10,23,4,2,2,0,3,0
29,1,67.5,11,16,3,3,0,0,0,1
275,0,110.0,4,17,4,0,2,1,0,0
152,0,71.0,1,20,3,1,0,0,0,1
179,0,182.26,6,8,4,5,2,0,5,0
33,2,107.58,10,17,4,4,2,0,1,0
7,1,67.0,7,11,2,1,1,0,0,1
12,0,127.8,9,16,4,2,0,0,0,1
5,1,159.0,9,15,4,1,0,0,0,1
42,0,60.0,1,15,3,2,1,0,0,1
17,0,89.0,6,23,4,1,0,3,0,0
4,2,106.0,8,19,4,2,0,0,0,1
13,0,73.0,4,26,3,3,0,1,0,1
50,1,135.9,9,8,4,3,1,0,0,0
103,1,94.5,7,14,4,3,2,3,0,1
1,1,81.0,8,7,4,2,0,3,0,1
121,0,90.0,6,24,3,2,1,0,0,0
104,1,72.25,4,18,4,3,1,3,0,0
179,0,111.6,8,31,4,2,0,0,0,0
14,0,76.5,9,27,3,1,0,3,0,1
2,1,104.72,10,15,4,1,0,0,3,1
109,0,138.54,5,23,4,7,3,0,0,1
26,1,125.83,10,6,4,3,0,0,0,1
62,1,155.52,11,6,4,3,2,0,0,1
109,0,108.0,10,11,4,1,0,3,0,0
9,1,121.0,6,12,4,2,2,0,0,1
15,0,79.0,2,12,4,2,0,3,0,0
220,2,73.95,11,29,4,5,2,0,0,1
97,1,79.8,10,30,4,1,2,3,0,0
1,0,74.93,1,2,4,1,2,0,0,1
60,1,88.0,11,11,4,1,0,3,0,1
55,0,104.0,4,6,3,1,0,1,0,1
69,2,72.25,11,15,4,0,1,0,0,1
5,0,76.8,9,8,3,4,0,3,0,1
193,1,93.09,9,29,4,3,0,0,0,0
63,2,89.25,10,15,4,1,0,0,0,1
5,1,0.0,12,5,1,0,1,0,0,1
229,0,67.5,12,9,4,2,1,3,0,0
229,0,89.25,10,22,4,2,2,0,0,0
273,0,109.0,7,17,3,2,0,1,0,0
139,0,72.25,7,5,3,5,2,0,0,0
49,0,71.0,12,30,3,4,0,0,0,1
70,0,59.5,3,28,3,2,1,0,0,1
68,1,63.0,1,2,3,1,2,0,0,1
3,2,141.0,6,17,4,1,0,0,0,1
8,1,181.0,4,11,4,0,1,0,5,1
175,0,126.9,9,11,4,0,1,0,0,0
56,0,88.23,11,10,4,3,1,0,0,1
443,0,65.0,4,29,4,1,0,0,0,0
91,1,127.5,5,4,3,4,0,1,0,1
73,0,68.0,7,7,4,4,0,0,0,0
11,0,83.0,6,13,4,0,1,3,0,1
100,0,119.85,5,4,4,4,0,0,0,0
1,1,111.0,7,20,4,1,0,0,0,1
219,0,96.3,8,15,4,1,1,0,0,0
15,0,93.0,2,20,4,1,2,0,0,1
290,1,65.0,6,17,3,2,1,0,0,1
17,2,135.0,10,7,4,1,0,3,0,1
13,1,99.95,10,20,4,5,0,0,0,1
81,0,65.0,3,25,3,2,2,0,0,0
114,2,76.5,7,27,4,2,1,0,0,1
219,0,108.0,9,4,3,1,0,1,0,0
1,1,169.0,9,20,4,1,0,0,0,1
26,0,79.92,12,21,4,4,1,1,0,0
43,0,90.9,2,28,4,0,2,0,3,0
105,0,137.7,7,23,4,1,0,0,3,0
25,0,94.33,3,10,4,3,0,0,0,1
11,1,93.0,2,6,4,1,0,0,0,1
116,0,61.0,2,28,4,1,2,0,0,0
100,0,91.5,4,27,4,3,0,3,0,0
2,1,98.0,8,10,4,1,1,0,0,1
320,1,115.0,8,18,3,2,0,1,0,0
119,1,81.0,2,10,4,3,0,0,1,0
244,2,89.4,9,29,4,1,0,3,0,0
158,2,151.2,10,9,4,1,2,0,3,0
204,2,93.22,8,15,4,10,5,0,0,0
14,0,105.0,7,21,2,2,0,0,0,0
132,3,179.0,10,21,4,1,0,0,0,1
76,1,125.1,9,27,4,3,0,3,0,1
155,0,103.5,7,18,4,1,1,3,0,0
308,0,52.0,11,25,3,2,0,0,0,0
43,0,83.2,12,6,4,5,1,0,0,0
32,2,126.0,4,20,4,2,0,0,0,1
51,0,123.3,9,2,4,2,1,0,3,0
287,2,106.2,9,29,4,3,0,0,0,0
338,0,80.0,10,7,3,2,1,0,0,0
102,0,80.0,10,16,3,2,0,1,0,0
49,0,93.15,7,11,4,0,1,3,0,0
141,2,137.7,7,16,4,1,1,0,4,1
219,0,84.0,9,4,3,1,0,1,0,1
5,2,177.0,5,3,4,2,0,0,3,1
44,1,59.95,3,4,4,6,2,0,0,1
30,0,85.0,10,16,3,1,2,0,0,1
141,1,103.5,7,14,4,3,0,3,0,1
0,1,65.0,2,29,2,0,1,0,0,1
17,0,83.4,3,4,4,7,3,3,0,0
0,0,120.0,10,13,4,1,0,3,0,1
0,0,0.0,10,1,1,1,0,0,0,1
33,0,85.5,4,5,3,4,0,0,0,1
8,0,119.0,5,25,4,1,0,3,0,1
109,0,152.1,8,24,4,4,0,0,3,0
11,1,139.0,9,20,4,1,0,0,0,1
17,1,91.0,3,14,4,3,1,0,0,1
87,1,98.25,9,15,4,3,0,0,0,1
31,2,84.15,11,11,4,2,2,0,0,1
96,0,94.5,7,11,3,1,2,1,0,1
103,0,72.5,7,18,3,1,2,1,0,1
219,0,72.25,8,17,3,3,0,0,0,1
13,1,75.0,11,29,2,2,0,0,0,1
84,2,125.1,9,4,4,1,2,3,0,1
43,1,85.07,11,1,4,3,0,3,0,1
207,0,80.75,7,28,4,4,2,3,0,0
127,1,79.2,11,25,4,2,1,3,0,1
147,0,90.95,4,11,4,5,1,3,0,0
86,0,100.0,9,9,2,2,0,0,0,1
15,0,177.0,6,17,4,2,2,0,3,0
2,0,82.0,2,10,3,3,0,0,0,1
41,3,120.0,10,28,4,1,0,0,0,1
3,1,82.88,12,21,4,4,0,0,0,1
11,1,161.0,3,24,4,2,0,0,3,1
76,1,100.6,3,23,4,4,1,0,0,1
40,0,89.4,5,21,4,1,0,3,0,0
110,0,95.0,6,26,4,1,2,0,0,0
433,0,70.0,9,8,4,3,0,0,0,0
173,0,89.25,10,15,4,4,2,0,0,0
119,0,127.8,8,16,4,2,0,0,3,0
141,1,106.5,8,30,4,3,0,0,0,1
5,0,66.0,2,3,2,1,0,0,0,1
49,0,60.0,11,9,3,2,1,0,3,1
162,0,35.0,9,17,3,3,0,0,0,1
120,0,90.95,4,8,4,3,2,0,0,0
377,1,115.0,10,14,3,2,0,1,0,0
265,0,100.3,10,9,4,3,2,0,0,0
143,0,100.0,8,25,3,3,0,0,0,1
116,1,73.77,4,28,4,5,2,0,0,1
35,0,78.3,1,13,4,2,0,0,0,0
40,0,72.76,9,19,4,1,2,0,0,1
72,0,76.5,4,3,4,1,2,0,0,0
98,1,114.3,7,7,4,1,0,0,0,0
41,0,85.0,10,25,3,3,0,0,0,1
0,0,96.0,8,9,4,0,2,3,0,1
133,1,80.75,4,25,3,2,1,0,0,1
11,1,57.98,1,28,4,1,0,3,0,1
13,2,129.0,8,23,4,2,0,3,0,1
141,2,119.85,6,15,4,4,0,0,0,1
13,0,75.0,3,20,3,0,1,0,0,1
56,1,156.6,12,19,4,0,1,0,5,1
5,1,122.0,6,22,4,2,0,3,0,1
192,0,102.0,9,25,3,3,2,0,0,0
22,2,0.0,12,8,1,3,0,0,0,1
15,0,60.0,12,27,3,1,0,0,0,1
0,0,95.0,6,15,2,1,0,0,0,1
215,0,99.45,8,20,4,5,2,0,3,0
133,1,127.15,5,24,4,5,1,0,3,1
97,0,76.5,8,19,4,3,0,0,0,1
221,1,96.0,8,12,3,1,0,1,0,1
91,0,116.1,6,18,4,1,1,3,0,0
52,2,177.3,4,16,4,1,2,0,5,1
122,0,85.0,4,15,3,2,0,0,0,0
83,2,93.6,11,25,4,2,0,0,0,1
93,3,96.3,4,12,4,3,0,0,0,1
23,0,180.25,11,6,4,2,2,0,0,1
19,2,120.12,5,3,4,3,0,0,3,1
192,1,96.9,8,26,3,3,2,0,0,1
74,0,99.45,4,13,4,4,0,0,0,1
57,0,75.0,11,15,3,5,0,0,0,1
9,2,194.0,6,27,4,3,1,1,3,1
6,0,87.78,7,19,4,2,0,3,0,0
118,2,110.8,12,28,4,4,1,0,0,1
138,1,135.45,8,22,4,3,1,0,3,0
180,1,98.1,10,10,4,0,1,3,0,1
14,1,124.0,8,31,4,1,0,0,0,1
40,1,69.5,1,14,4,3,1,3,0,1
1,0,71.7,1,27,4,2,0,0,0,1
145,2,106.71,10,28,4,5,2,0,3,0
42,0,89.0,6,13,2,1,1,0,0,1
267,0,95.0,9,30,3,2,1,0,0,0
102,3,156.0,7,10,4,4,2,1,3,1
52,1,99.0,3,21,4,0,1,0,0,1
14,0,69.75,3,10,3,3,1,0,3,1
54,1,117.0,12,30,4,4,1,0,3,1
173,2,114.75,7,31,4,2,2,0,0,0
101,0,165.6,8,9,4,2,0,1,3,0
104,2,129.6,9,2,4,2,1,0,0,1
3,1,92.6,3,7,4,4,1,3,0,0
45,1,145.2,9,5,4,2,1,1,0,0
189,1,99.45,8,6,4,5,2,0,0,0
7,0,97.0,5,16,4,0,1,0,0,1
143,0,112.45,8,25,3,3,1,1,3,1
223,2,128.7,10,29,4,1,2,0,3,0
144,1,118.15,5,27,4,2,2,0,3,0
30,0,75.6,4,12,4,2,0,0,0,1
83,1,105.61,12,26,4,3,1,0,3,1
189,3,76.5,8,11,4,4,0,0,0,1
2,1,175.56,10,4,4,4,0,0,5,1
22,1,91.63,9,26,4,3,1,3,0,1
19,2,121.2,12,28,4,5,2,0,3,1
3,0,120.0,8,17,2,2,1,0,0,0
19,0,151.2,9,26,4,1,1,0,4,1
142,0,243.6,8,5,4,2,1,1,5,0
73,0,59.8,1,10,3,1,2,0,0,1
47,1,96.3,6,21,4,1,0,0,0,1
277,0,80.0,9,5,3,5,2,0,0,0
63,0,116.0,9,4,3,2,0,1,0,1
162,1,114.3,6,26,4,0,2,0,3,0
192,0,19.15,9,25,3,3,2,0,0,0
127,0,141.3,7,28,4,3,2,0,3,1
256,1,115.0,6,15,3,2,0,1,0,0
88,1,126.9,6,2,4,3,0,0,0,1
37,1,105.33,8,22,4,4,1,3,0,1
4,2,12.0,12,3,3,1,2,0,3,1
81,0,65.0,3,25,3,2,1,0,0,1
192,0,99.45,8,4,4,3,1,0,0,0
17,1,119.0,1,9,4,1,1,0,0,1
22,0,140.0,5,20,3,2,0,0,0,1
97,1,135.9,9,10,4,3,2,0,0,1
15,1,81.0,12,27,3,1,0,0,0,1
90,0,133.2,8,7,4,2,2,0,3,1
114,1,129.6,9,12,4,4,1,0,0,1
7,1,78.5,2,11,3,3,0,1,0,1
205,0,117.64,12,23,4,7,3,0,3,1
61,1,72.24,10,26,3,1,1,0,0,1
210,0,86.0,10,8,3,3,1,1,0,0
100,0,100.0,9,28,4,4,0,0,0,0
152,1,62.0,2,20,3,1,2,0,3,1
28,1,115.37,8,28,4,4,2,0,0,0
75,0,91.45,3,28,4,3,1,0,0,1
14,1,210.0,9,1,4,3,1,0,5,1
105,0,82.45,4,18,4,3,1,0,0,1
10,1,87.78,10,4,4,0,1,3,0,1
40,1,174.3,7,15,4,2,1,0,3,1
19,0,90.0,10,6,3,3,0,0,0,1
377,0,90.0,10,14,3,2,0,1,0,1
16,1,69.35,3,4,4,2,1,0,3,1
253,0,2.0,9,26,4,2,1,0,0,1
73,1,100.0,9,15,2,1,0,3,0,0
23,2,98.4,10,16,4,2,0,0,0,1
109,0,0.0,10,3,1,1,1,0,0,1
91,0,80.0,9,30,3,2,1,0,0,1
212,0,78.0,5,20,3,3,2,0,0,1
35,0,117.9,6,30,4,3,0,0,0,0
1,1,139.0,7,4,4,1,1,3,0,1
130,2,139.5,9,29,4,3,0,0,3,0
44,3,85.5,8,28,3,3,2,0,0,1
68,0,105.3,3,18,4,2,1,0,0,1
